ID-model,GO:0005575,GO:0044456,GO:0045202,GO:0044425,GO:0005783,GO:0031981,GO:0005654,GO:0030054,GO:0070013,GO:0005615,GO:0043233,GO:0044428,GO:0031974,GO:0043005,GO:0071944,GO:0044427,GO:0005886,GO:0043234,GO:0005694,GO:0005634,GO:0097458,GO:0070161,GO:0042995,GO:0005856,GO:0005730,GO:0044430,GO:0005739,GO:0044463,GO:0032991,GO:0005912,GO:0044421,GO:0005576,GO:0016020,GO:0043228,GO:0043232,GO:0030424,GO:0005829,GO:0044446,GO:0044422,GO:0005924,GO:0005794,GO:0030055,GO:0012505,GO:0043231,GO:0043230,GO:0065010,GO:0070062,GO:0005925,GO:0031988,GO:0043229,GO:0031982,GO:0044444,GO:0044424,GO:0043226,GO:0005622,GO:0043227,GO:0005623,GO:0044464,GO:0005737
124-2,NaN,0.64,0.58,0.46,0.77,0.56,0.53,0.61,0.55,0.60,0.55,0.61,0.55,0.50,0.47,0.52,0.46,0.43,0.53,0.58,0.58,0.60,0.48,0.64,0.52,0.65,0.64,0.45,0.44,0.60,0.76,0.72,0.50,0.41,0.41,0.79,0.51,0.45,0.47,0.65,0.61,0.65,0.35,0.34,0.50,0.50,0.50,0.62,0.68,0.34,0.68,0.43,0.37,0.55,0.36,0.55,0.31,0.33,0.41
124-3,NaN,0.87,0.90,0.47,0.47,0.70,0.81,0.67,0.65,0.53,0.65,0.68,0.65,0.76,0.55,0.80,0.57,0.53,0.81,0.41,0.78,0.71,0.66,0.73,0.59,0.75,0.59,0.61,0.50,0.71,0.59,0.61,0.56,0.52,0.52,0.67,0.47,0.50,0.49,0.69,0.38,0.69,0.59,0.34,0.55,0.55,0.56,0.70,0.65,0.35,0.66,0.46,0.40,0.52,0.38,0.51,0.32,0.34,0.43
125-1,NaN,0.69,0.71,0.79,0.80,0.83,0.78,0.62,0.84,0.73,0.83,0.80,0.83,0.58,0.75,0.64,0.76,0.70,0.71,0.81,0.65,0.57,0.57,0.72,0.65,0.68,0.81,0.55,0.66,0.58,0.60,0.65,0.67,0.71,0.71,0.49,0.69,0.70,0.69,0.59,0.70,0.59,0.78,0.73,0.50,0.50,0.50,0.56,0.52,0.69,0.51,0.65,0.63,0.60,0.63,0.60,0.60,0.60,0.61
125-2,NaN,0.71,0.71,0.79,0.83,0.72,0.68,0.69,0.72,0.68,0.71,0.71,0.71,0.61,0.79,0.62,0.79,0.64,0.73,0.77,0.70,0.68,0.64,0.72,0.61,0.69,0.76,0.56,0.62,0.69,0.62,0.67,0.68,0.65,0.65,0.49,0.64,0.64,0.64,0.71,0.74,0.71,0.78,0.68,0.54,0.54,0.54,0.68,0.57,0.66,0.56,0.61,0.63,0.54,0.63,0.54,0.62,0.61,0.59
125-3,NaN,0.87,0.81,0.81,0.82,0.82,0.87,0.74,0.79,0.74,0.77,0.78,0.77,0.62,0.71,0.76,0.72,0.73,0.80,0.71,0.60,0.74,0.65,0.72,0.75,0.76,0.80,0.68,0.70,0.72,0.70,0.71,0.61,0.66,0.66,0.49,0.59,0.62,0.61,0.64,0.68,0.64,0.71,0.61,0.58,0.58,0.58,0.64,0.62,0.59,0.61,0.57,0.57,0.58,0.56,0.60,0.55,0.54,0.56
126-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
127-1,NaN,0.91,0.87,0.79,0.82,0.84,0.82,0.84,0.83,0.73,0.83,0.88,0.82,0.73,0.79,0.81,0.78,0.75,0.82,0.82,0.70,0.79,0.72,0.78,0.64,0.73,0.71,0.74,0.75,0.79,0.63,0.67,0.66,0.74,0.74,0.65,0.69,0.68,0.67,0.71,0.79,0.70,0.73,0.69,0.53,0.53,0.53,0.67,0.57,0.65,0.57,0.61,0.56,0.57,0.56,0.58,0.55,0.54,0.59
127-2,NaN,0.86,0.82,0.79,0.81,0.85,0.84,0.76,0.84,0.76,0.83,0.88,0.81,0.68,0.80,0.82,0.78,0.72,0.78,0.83,0.64,0.71,0.69,0.78,0.66,0.78,0.73,0.68,0.73,0.72,0.63,0.66,0.67,0.72,0.71,0.63,0.65,0.68,0.67,0.68,0.75,0.68,0.71,0.71,0.51,0.51,0.50,0.65,0.55,0.69,0.55,0.65,0.65,0.61,0.64,0.60,0.58,0.58,0.61
127-3,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
128-1,NaN,0.70,0.66,0.63,0.58,0.67,0.71,0.66,0.64,0.55,0.62,0.65,0.62,0.63,0.60,0.86,0.59,0.66,0.81,0.61,0.63,0.61,0.67,0.65,0.56,0.63,0.70,0.68,0.64,0.59,0.57,0.58,0.52,0.62,0.62,0.55,0.55,0.56,0.56,0.56,0.54,0.56,0.66,0.53,0.56,0.56,0.56,0.53,0.54,0.52,0.54,0.58,0.53,0.50,0.54,0.50,0.55,0.56,0.53
129-1,NaN,0.76,0.72,0.77,0.83,0.83,0.81,0.82,0.82,0.82,0.81,0.81,0.81,0.63,0.80,0.88,0.80,0.76,0.80,0.81,0.62,0.79,0.68,0.79,0.76,0.79,0.74,0.63,0.73,0.79,0.73,0.75,0.69,0.73,0.73,0.60,0.68,0.66,0.66,0.76,0.73,0.75,0.72,0.70,0.66,0.66,0.65,0.74,0.67,0.67,0.66,0.66,0.61,0.60,0.61,0.61,0.53,0.54,0.61
129-2,NaN,0.45,0.39,0.48,0.63,0.62,0.67,0.76,0.61,0.68,0.61,0.61,0.61,0.30,0.46,0.46,0.46,0.45,0.43,0.62,0.27,0.77,0.29,0.51,0.60,0.46,0.45,0.28,0.45,0.77,0.77,0.77,0.56,0.50,0.50,0.37,0.59,0.50,0.50,0.76,0.59,0.75,0.32,0.55,0.67,0.67,0.67,0.77,0.77,0.51,0.77,0.48,0.48,0.65,0.47,0.68,0.33,0.37,0.50
129-3,NaN,0.77,0.73,0.78,0.83,0.83,0.82,0.82,0.82,0.82,0.81,0.82,0.81,0.63,0.80,0.87,0.80,0.76,0.80,0.81,0.62,0.79,0.68,0.79,0.77,0.79,0.74,0.63,0.73,0.79,0.73,0.75,0.68,0.74,0.74,0.61,0.68,0.67,0.67,0.70,0.73,0.71,0.71,0.70,0.65,0.65,0.66,0.68,0.67,0.67,0.66,0.66,0.61,0.60,0.61,0.61,0.53,0.54,0.61
130-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
130-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
130-3,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
131-1,NaN,0.63,0.71,0.74,0.69,0.68,0.52,0.62,0.69,0.59,0.68,0.65,0.68,0.59,0.66,0.64,0.65,0.67,0.72,0.79,0.66,0.57,0.60,0.67,0.64,0.66,0.77,0.55,0.64,0.58,0.55,0.62,0.61,0.64,0.64,0.49,0.56,0.63,0.62,0.59,0.57,0.59,0.67,0.73,0.50,0.50,0.50,0.56,0.50,0.69,0.49,0.60,0.65,0.60,0.64,0.59,0.60,0.60,0.60
131-2,NaN,0.69,0.75,0.80,0.76,0.65,0.48,0.60,0.66,0.60,0.66,0.63,0.66,0.59,0.67,0.64,0.67,0.66,0.72,0.78,0.66,0.58,0.60,0.65,0.64,0.63,0.79,0.55,0.63,0.58,0.55,0.63,0.63,0.64,0.64,0.49,0.57,0.64,0.63,0.59,0.68,0.59,0.72,0.73,0.50,0.50,0.50,0.56,0.51,0.69,0.50,0.62,0.64,0.60,0.64,0.59,0.60,0.60,0.60
131-3,NaN,0.50,0.56,0.77,0.76,0.69,0.51,0.54,0.67,0.69,0.67,0.70,0.67,0.59,0.71,0.76,0.70,0.70,0.73,0.77,0.50,0.50,0.66,0.70,0.68,0.66,0.80,0.57,0.66,0.52,0.57,0.62,0.66,0.66,0.66,0.48,0.62,0.59,0.58,0.53,0.58,0.50,0.71,0.70,0.50,0.50,0.52,0.65,0.54,0.66,0.53,0.62,0.62,0.59,0.61,0.58,0.58,0.57,0.60
132-1,NaN,0.85,0.81,0.85,0.82,0.85,0.89,0.84,0.82,0.76,0.81,0.84,0.83,0.64,0.76,0.87,0.75,0.74,0.87,0.79,0.60,0.81,0.69,0.76,0.70,0.76,0.81,0.67,0.71,0.82,0.64,0.66,0.63,0.73,0.73,0.56,0.59,0.68,0.66,0.78,0.66,0.80,0.76,0.67,0.54,0.54,0.51,0.68,0.59,0.66,0.58,0.67,0.66,0.58,0.65,0.55,0.61,0.61,0.63
132-2,NaN,0.86,0.81,0.81,0.83,0.85,0.89,0.85,0.82,0.76,0.81,0.85,0.82,0.67,0.76,0.87,0.75,0.73,0.87,0.78,0.64,0.81,0.67,0.76,0.70,0.76,0.80,0.67,0.71,0.82,0.64,0.65,0.62,0.73,0.73,0.56,0.60,0.67,0.66,0.78,0.65,0.80,0.77,0.66,0.54,0.54,0.51,0.68,0.58,0.65,0.58,0.67,0.67,0.57,0.67,0.53,0.62,0.63,0.63
65-1,NaN,0.66,0.68,0.59,0.54,0.73,0.88,0.82,0.73,0.63,0.73,0.70,0.72,0.79,0.62,0.75,0.59,0.62,0.74,0.65,0.76,0.85,0.75,0.69,0.64,0.68,0.61,0.73,0.64,0.82,0.62,0.63,0.51,0.66,0.66,0.74,0.47,0.64,0.63,0.65,0.57,0.68,0.56,0.55,0.55,0.55,0.55,0.61,0.61,0.56,0.60,0.53,0.55,0.54,0.56,0.53,0.59,0.57,0.52
65-2,NaN,0.59,0.73,0.55,0.60,0.71,0.86,0.80,0.71,0.65,0.71,0.69,0.71,0.82,0.65,0.77,0.65,0.64,0.77,0.64,0.80,0.68,0.77,0.68,0.57,0.67,0.71,0.75,0.67,0.66,0.59,0.60,0.51,0.67,0.67,0.61,0.54,0.63,0.62,0.59,0.52,0.64,0.65,0.55,0.55,0.54,0.55,0.58,0.57,0.56,0.56,0.54,0.55,0.51,0.56,0.49,0.60,0.59,0.53
65-3,NaN,0.63,0.76,0.56,0.57,0.71,0.86,0.81,0.71,0.66,0.71,0.68,0.70,0.84,0.65,0.74,0.65,0.64,0.75,0.63,0.81,0.68,0.78,0.69,0.58,0.69,0.68,0.77,0.66,0.67,0.59,0.60,0.50,0.66,0.66,0.65,0.52,0.63,0.62,0.60,0.52,0.64,0.66,0.55,0.54,0.54,0.54,0.56,0.55,0.56,0.55,0.53,0.55,0.51,0.55,0.49,0.60,0.59,0.53
68-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
68-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
69-1,NaN,0.83,0.74,0.57,0.56,0.55,0.57,0.51,0.55,0.49,0.55,0.56,0.55,0.68,0.60,0.67,0.60,0.64,0.66,0.52,0.68,0.51,0.60,0.54,0.53,0.57,0.63,0.61,0.63,0.51,0.45,0.42,0.51,0.55,0.55,0.62,0.51,0.54,0.54,0.48,0.57,0.48,0.80,0.55,0.49,0.49,0.49,0.48,0.43,0.56,0.44,0.59,0.57,0.46,0.57,0.44,0.62,0.63,0.56
69-2,NaN,0.87,0.76,0.74,0.86,0.85,0.95,0.78,0.83,0.75,0.82,0.81,0.82,0.62,0.68,0.81,0.67,0.75,0.83,0.76,0.60,0.72,0.54,0.77,0.73,0.76,0.77,0.54,0.71,0.72,0.64,0.66,0.65,0.74,0.74,0.47,0.56,0.70,0.69,0.69,0.71,0.71,0.76,0.70,0.57,0.57,0.57,0.69,0.58,0.69,0.58,0.63,0.65,0.60,0.64,0.57,0.58,0.59,0.63
70-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
70-2,NaN,0.81,0.75,0.83,0.84,0.85,0.87,0.80,0.87,0.75,0.87,0.86,0.85,0.76,0.75,0.88,0.77,0.73,0.85,0.84,0.75,0.82,0.72,0.75,0.78,0.74,0.78,0.69,0.72,0.83,0.64,0.68,0.65,0.75,0.75,0.48,0.66,0.75,0.74,0.74,0.65,0.76,0.76,0.79,0.50,0.50,0.50,0.65,0.54,0.76,0.60,0.69,0.73,0.61,0.73,0.61,0.67,0.67,0.61
70-3,NaN,0.62,0.83,0.73,0.81,0.82,0.81,0.81,0.82,0.51,0.82,0.82,0.82,0.68,0.78,0.76,0.77,0.65,0.73,0.80,0.71,0.82,0.74,0.66,0.50,0.63,0.75,0.68,0.71,0.81,0.58,0.59,0.61,0.71,0.70,0.48,0.60,0.70,0.70,0.68,0.64,0.67,0.77,0.73,0.50,0.50,0.50,0.50,0.55,0.67,0.57,0.66,0.60,0.59,0.61,0.60,0.59,0.59,0.64
72-1,NaN,0.70,0.72,0.63,0.76,0.72,0.72,0.59,0.71,0.66,0.71,0.69,0.71,0.56,0.70,0.64,0.71,0.70,0.67,0.76,0.60,0.55,0.61,0.65,0.64,0.67,0.74,0.56,0.67,0.55,0.56,0.61,0.66,0.61,0.61,0.50,0.64,0.65,0.64,0.56,0.65,0.56,0.66,0.63,0.50,0.50,0.50,0.56,0.50,0.64,0.50,0.59,0.60,0.58,0.60,0.54,0.56,0.56,0.57
72-2,NaN,0.65,0.65,0.57,0.76,0.70,0.67,0.57,0.70,0.65,0.70,0.69,0.70,0.53,0.71,0.55,0.71,0.60,0.59,0.76,0.53,0.55,0.55,0.57,0.64,0.57,0.74,0.50,0.59,0.55,0.56,0.61,0.66,0.59,0.59,0.50,0.64,0.61,0.61,0.56,0.66,0.56,0.68,0.64,0.50,0.50,0.50,0.56,0.50,0.65,0.51,0.59,0.61,0.57,0.61,0.55,0.55,0.56,0.56
73-1,NaN,0.81,0.76,0.73,0.77,0.70,0.81,0.77,0.66,0.72,0.66,0.64,0.65,0.67,0.67,0.77,0.69,0.64,0.74,0.70,0.66,0.75,0.72,0.75,0.63,0.78,0.80,0.65,0.62,0.75,0.61,0.63,0.64,0.71,0.71,0.63,0.64,0.62,0.62,0.74,0.72,0.73,0.71,0.66,0.55,0.56,0.56,0.71,0.53,0.66,0.55,0.60,0.61,0.57,0.59,0.55,0.56,0.58,0.55
73-2,NaN,0.81,0.76,0.72,0.78,0.69,0.80,0.78,0.65,0.72,0.64,0.63,0.64,0.66,0.69,0.77,0.70,0.65,0.76,0.71,0.64,0.76,0.70,0.73,0.62,0.76,0.80,0.62,0.63,0.77,0.62,0.63,0.64,0.70,0.70,0.55,0.65,0.60,0.60,0.76,0.74,0.75,0.71,0.67,0.55,0.55,0.56,0.75,0.54,0.66,0.55,0.61,0.62,0.57,0.60,0.56,0.57,0.58,0.56
73-3,NaN,0.76,0.74,0.64,0.67,0.64,0.81,0.76,0.61,0.59,0.59,0.60,0.59,0.61,0.61,0.69,0.65,0.61,0.64,0.61,0.61,0.74,0.64,0.65,0.58,0.67,0.73,0.61,0.56,0.75,0.58,0.59,0.56,0.60,0.60,0.52,0.53,0.52,0.52,0.76,0.71,0.73,0.69,0.50,0.55,0.55,0.50,0.50,0.53,0.50,0.51,0.51,0.49,0.48,0.49,0.48,0.50,0.50,0.50
74-1,NaN,0.59,0.60,0.62,0.61,0.67,0.71,0.65,0.67,0.62,0.67,0.63,0.67,0.55,0.51,0.64,0.51,0.56,0.62,0.62,0.54,0.63,0.58,0.56,0.64,0.57,0.71,0.51,0.54,0.63,0.55,0.60,0.49,0.60,0.60,0.49,0.57,0.53,0.53,0.66,0.57,0.66,0.57,0.60,0.50,0.50,0.50,0.62,0.51,0.55,0.52,0.58,0.53,0.56,0.53,0.57,0.49,0.49,0.53
74-2,NaN,0.64,0.65,0.78,0.76,0.72,0.79,0.68,0.71,0.70,0.71,0.73,0.71,0.50,0.68,0.72,0.69,0.73,0.73,0.79,0.50,0.67,0.56,0.72,0.55,0.74,0.72,0.47,0.70,0.65,0.56,0.60,0.64,0.68,0.68,0.48,0.50,0.64,0.64,0.68,0.72,0.68,0.76,0.74,0.50,0.50,0.50,0.65,0.52,0.72,0.52,0.62,0.65,0.59,0.66,0.56,0.64,0.64,0.58
75-1,NaN,0.83,0.75,0.57,0.56,0.55,0.57,0.51,0.55,0.49,0.55,0.56,0.55,0.68,0.61,0.67,0.61,0.64,0.66,0.52,0.68,0.51,0.60,0.54,0.53,0.57,0.63,0.61,0.63,0.51,0.45,0.42,0.51,0.55,0.55,0.62,0.51,0.54,0.54,0.48,0.57,0.48,0.80,0.55,0.49,0.49,0.49,0.48,0.43,0.56,0.44,0.59,0.57,0.46,0.56,0.44,0.62,0.63,0.56
75-2,NaN,0.90,0.87,0.80,0.85,0.85,0.94,0.77,0.85,0.76,0.84,0.81,0.84,0.67,0.73,0.81,0.73,0.74,0.86,0.79,0.67,0.72,0.64,0.79,0.73,0.76,0.84,0.60,0.70,0.72,0.64,0.66,0.65,0.74,0.74,0.47,0.59,0.70,0.69,0.70,0.76,0.72,0.77,0.73,0.57,0.57,0.57,0.69,0.58,0.69,0.58,0.63,0.64,0.62,0.64,0.61,0.59,0.60,0.64
79-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
79-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
79-3,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
80-1,NaN,0.64,0.64,0.62,0.64,0.70,0.70,0.65,0.71,0.62,0.71,0.67,0.71,0.54,0.51,0.64,0.51,0.59,0.62,0.64,0.54,0.63,0.57,0.58,0.66,0.60,0.72,0.51,0.57,0.63,0.55,0.60,0.49,0.61,0.61,0.49,0.57,0.55,0.55,0.66,0.60,0.66,0.57,0.60,0.50,0.50,0.50,0.62,0.52,0.56,0.52,0.58,0.54,0.57,0.54,0.58,0.50,0.50,0.53
80-2,NaN,0.68,0.73,0.79,0.83,0.76,0.78,0.71,0.76,0.69,0.76,0.77,0.76,0.60,0.71,0.71,0.72,0.74,0.73,0.82,0.64,0.67,0.66,0.75,0.62,0.76,0.81,0.54,0.71,0.64,0.56,0.61,0.65,0.70,0.70,0.48,0.55,0.68,0.68,0.68,0.76,0.68,0.75,0.76,0.50,0.50,0.50,0.65,0.51,0.72,0.51,0.65,0.66,0.61,0.67,0.59,0.64,0.64,0.61
81-1,NaN,0.47,0.66,0.66,0.66,0.51,0.50,0.56,0.51,0.67,0.51,0.54,0.52,0.51,0.59,0.54,0.59,0.65,0.54,0.75,0.50,0.55,0.52,0.62,0.50,0.64,0.70,0.51,0.64,0.53,0.58,0.63,0.58,0.57,0.57,0.48,0.51,0.54,0.54,0.53,0.60,0.56,0.68,0.68,0.50,0.50,0.50,0.50,0.50,0.66,0.50,0.59,0.62,0.58,0.61,0.58,0.60,0.59,0.54
81-2,NaN,0.47,0.66,0.66,0.66,0.51,0.50,0.56,0.51,0.67,0.51,0.54,0.52,0.51,0.59,0.54,0.59,0.65,0.54,0.75,0.50,0.55,0.52,0.62,0.50,0.64,0.70,0.51,0.64,0.53,0.58,0.63,0.58,0.57,0.57,0.48,0.51,0.54,0.54,0.53,0.60,0.56,0.68,0.68,0.50,0.50,0.50,0.50,0.50,0.66,0.50,0.59,0.62,0.58,0.61,0.58,0.60,0.59,0.54
82-1,NaN,0.65,0.65,0.75,0.66,0.58,0.59,0.56,0.58,0.56,0.58,0.59,0.58,0.50,0.68,0.50,0.68,0.65,0.50,0.68,0.53,0.55,0.50,0.62,0.57,0.62,0.66,0.49,0.64,0.55,0.55,0.58,0.57,0.55,0.55,0.50,0.57,0.55,0.54,0.56,0.57,0.56,0.67,0.63,0.50,0.50,0.50,0.53,0.52,0.59,0.53,0.54,0.49,0.58,0.49,0.59,0.48,0.48,0.52
83-1,NaN,0.97,0.95,0.74,0.69,0.81,0.83,0.81,0.77,0.75,0.77,0.83,0.77,0.90,0.73,0.93,0.72,0.69,0.93,0.82,0.90,0.84,0.86,0.74,0.69,0.74,0.72,0.88,0.70,0.84,0.64,0.66,0.62,0.72,0.72,0.80,0.59,0.66,0.65,0.77,0.67,0.77,0.70,0.52,0.58,0.58,0.58,0.77,0.62,0.52,0.62,0.51,0.51,0.50,0.51,0.49,0.52,0.51,0.46
83-2,NaN,0.97,0.96,0.74,0.69,0.81,0.83,0.81,0.78,0.75,0.78,0.83,0.78,0.91,0.73,0.94,0.72,0.69,0.93,0.82,0.90,0.84,0.87,0.75,0.69,0.75,0.72,0.89,0.71,0.84,0.65,0.67,0.62,0.73,0.73,0.80,0.60,0.67,0.66,0.77,0.67,0.77,0.70,0.52,0.58,0.58,0.58,0.77,0.65,0.51,0.65,0.51,0.51,0.50,0.50,0.49,0.51,0.50,0.46
84-1,NaN,0.75,0.72,0.63,0.49,0.58,0.56,0.45,0.55,0.48,0.55,0.61,0.55,0.63,0.66,0.64,0.65,0.61,0.67,0.55,0.69,0.49,0.57,0.46,0.52,0.42,0.60,0.59,0.65,0.49,0.40,0.36,0.52,0.52,0.52,0.63,0.51,0.49,0.49,0.49,0.57,0.49,0.74,0.53,0.50,0.50,0.50,0.50,0.39,0.53,0.39,0.57,0.54,0.50,0.54,0.47,0.59,0.58,0.56
85-1,NaN,0.77,0.71,0.78,0.84,0.81,0.95,0.79,0.80,0.66,0.78,0.80,0.78,0.63,0.80,0.72,0.79,0.72,0.69,0.80,0.63,0.76,0.67,0.73,0.70,0.72,0.77,0.67,0.71,0.74,0.65,0.68,0.65,0.66,0.66,0.65,0.63,0.63,0.62,0.67,0.69,0.67,0.74,0.70,0.56,0.56,0.56,0.60,0.58,0.67,0.58,0.62,0.63,0.58,0.63,0.58,0.59,0.59,0.59
85-2,NaN,0.74,0.66,0.71,0.80,0.75,0.91,0.79,0.72,0.76,0.71,0.73,0.70,0.53,0.74,0.74,0.75,0.70,0.70,0.80,0.51,0.79,0.58,0.76,0.70,0.72,0.75,0.57,0.67,0.76,0.70,0.74,0.62,0.64,0.64,0.61,0.63,0.61,0.59,0.72,0.69,0.72,0.61,0.65,0.56,0.56,0.56,0.69,0.64,0.61,0.64,0.55,0.61,0.69,0.61,0.69,0.57,0.58,0.54
86-1,NaN,0.70,0.65,0.68,0.66,0.56,0.54,0.57,0.56,0.56,0.56,0.59,0.56,0.52,0.67,0.54,0.68,0.64,0.54,0.70,0.51,0.55,0.55,0.67,0.52,0.65,0.69,0.48,0.63,0.55,0.53,0.54,0.62,0.59,0.59,0.49,0.56,0.59,0.58,0.56,0.52,0.56,0.48,0.66,0.50,0.50,0.50,0.56,0.50,0.64,0.50,0.62,0.61,0.58,0.61,0.57,0.54,0.56,0.58
86-2,NaN,0.70,0.65,0.68,0.66,0.56,0.54,0.57,0.56,0.56,0.56,0.59,0.56,0.52,0.67,0.54,0.68,0.64,0.54,0.70,0.51,0.55,0.55,0.67,0.52,0.65,0.69,0.48,0.63,0.55,0.53,0.54,0.62,0.59,0.59,0.49,0.56,0.59,0.58,0.56,0.52,0.56,0.48,0.66,0.50,0.50,0.50,0.56,0.50,0.64,0.50,0.62,0.61,0.58,0.61,0.57,0.54,0.56,0.58
86-3,NaN,0.65,0.61,0.64,0.63,0.56,0.54,0.57,0.56,0.56,0.56,0.55,0.56,0.49,0.62,0.50,0.62,0.61,0.50,0.68,0.49,0.55,0.52,0.59,0.52,0.57,0.62,0.49,0.60,0.55,0.53,0.54,0.60,0.55,0.55,0.49,0.56,0.53,0.52,0.56,0.52,0.56,0.49,0.65,0.50,0.50,0.50,0.56,0.50,0.63,0.49,0.57,0.61,0.56,0.60,0.56,0.56,0.57,0.57
